cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
22,Querétaro,0,Estatal,1002000012,Edad mediana mujeres,2010,25,Años
22,Querétaro,0,Estatal,1002000012,Edad mediana mujeres,2020,30,Años
22,Querétaro,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
22,Querétaro,0,Estatal,1002000014,Población en hogares censales,2000,1388015,Personas
22,Querétaro,0,Estatal,1002000014,Población en hogares censales,2005,1550072,Personas
22,Querétaro,0,Estatal,1002000014,Población en hogares censales,2010,1810445,Personas
22,Querétaro,0,Estatal,1002000014,Población en hogares censales,2015,2038372,Personas
22,Querétaro,0,Estatal,1002000014,Población en hogares censales,2020,2362208,Personas
22,Querétaro,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
22,Querétaro,0,Estatal,1002000015,Población en hogares familiares,2000,1365348,Personas
22,Querétaro,0,Estatal,1002000015,Población en hogares familiares,2005,1519148,Personas
22,Querétaro,0,Estatal,1002000015,Población en hogares familiares,2010,1763993,Personas
22,Querétaro,0,Estatal,1002000015,Población en hogares familiares,2020,2240488,Personas
22,Querétaro,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
22,Querétaro,0,Estatal,1002000016,Población en hogares no familiares,2000,21891,Personas
22,Querétaro,0,Estatal,1002000016,Población en hogares no familiares,2005,29707,Personas
22,Querétaro,0,Estatal,1002000016,Población en hogares no familiares,2010,45068,Personas
22,Querétaro,0,Estatal,1002000016,Población en hogares no familiares,2020,115104,Personas
22,Querétaro,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
22,Querétaro,0,Estatal,1002000018,Hogares censales,2000,310098,Hogares censales
22,Querétaro,0,Estatal,1002000018,Hogares censales,2005,370134,Hogares censales
22,Querétaro,0,Estatal,1002000018,Hogares censales,2010,450104,Hogares censales
22,Querétaro,0,Estatal,1002000018,Hogares censales,2015,533596,Hogares censales
22,Querétaro,0,Estatal,1002000018,Hogares censales,2020,668487,Hogares censales
22,Querétaro,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
22,Querétaro,0,Estatal,1002000019,Hogares con jefatura masculina,2000,248679,Hogares
22,Querétaro,0,Estatal,1002000019,Hogares con jefatura masculina,2005,288813,Hogares
22,Querétaro,0,Estatal,1002000019,Hogares con jefatura masculina,2010,342043,Hogares
22,Querétaro,0,Estatal,1002000019,Hogares con jefatura masculina,2015,381864,Hogares
22,Querétaro,0,Estatal,1002000019,Hogares con jefatura masculina,2020,449055,Hogares
22,Querétaro,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
22,Querétaro,0,Estatal,1002000020,Hogares con jefatura femenina,2000,61419,Hogares
22,Querétaro,0,Estatal,1002000020,Hogares con jefatura femenina,2005,81321,Hogares
22,Querétaro,0,Estatal,1002000020,Hogares con jefatura femenina,2010,108061,Hogares
22,Querétaro,0,Estatal,1002000020,Hogares con jefatura femenina,2015,151732,Hogares
22,Querétaro,0,Estatal,1002000020,Hogares con jefatura femenina,2020,219432,Hogares
22,Querétaro,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
22,Querétaro,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.48,Personas
22,Querétaro,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,4.19,Personas
22,Querétaro,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,4.02,Personas
22,Querétaro,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.8,Personas
22,Querétaro,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.53366333227123,Personas
22,Querétaro,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
22,Querétaro,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.67,Personas
22,Querétaro,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.38,Personas
22,Querétaro,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,4.21,Personas
22,Querétaro,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.67730010800459,Personas
22,Querétaro,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
22,Querétaro,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.7,Personas
22,Querétaro,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.5,Personas
22,Querétaro,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.44,Personas
22,Querétaro,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.23971891064202,Personas
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1910,98.3,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1921,95.2,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1930,96.7,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1940,98.8,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1950,98.6,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1960,100.6,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1970,100.4,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1990,96.5,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,1995,96.93,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,2000,94.14,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,2005,93.62,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,2010,94.31,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,2015,95.071468,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000024,Relación hombres-mujeres,2020,95.4750022077387,Hombres por cada 100 mujeres
22,Querétaro,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,90.1349915242082,Porcentaje
22,Querétaro,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,93.16,Porcentaje
22,Querétaro,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,94.6790293074532,Porcentaje
22,Querétaro,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,96.3428899211553,Porcentaje
22,Querétaro,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,97.6,Tasa
22,Querétaro,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.98101,Tasa
22,Querétaro,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,99.1561471585048,Tasa
22,Querétaro,0,Estatal,1002000055,Población de edad no especificada,1990,6857,Personas
22,Querétaro,0,Estatal,1002000055,Población de edad no especificada,1995,2815,Personas
22,Querétaro,0,Estatal,1002000055,Población de edad no especificada,2000,16637,Personas
22,Querétaro,0,Estatal,1002000055,Población de edad no especificada,2005,44128,Personas
22,Querétaro,0,Estatal,1002000055,Población de edad no especificada,2010,12941,Personas
22,Querétaro,0,Estatal,1002000055,Población de edad no especificada,2020,6824,Personas
22,Querétaro,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,3330,Personas
22,Querétaro,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,1329,Personas
22,Querétaro,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,8343,Personas
22,Querétaro,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,22055,Personas
22,Querétaro,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,6482,Personas
22,Querétaro,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,3400,Personas
22,Querétaro,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,3527,Personas
22,Querétaro,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,1486,Personas
22,Querétaro,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,8294,Personas
22,Querétaro,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,22073,Personas
22,Querétaro,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,6459,Personas
22,Querétaro,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,3424,Personas
22,Querétaro,0,Estatal,1002000058,Población de 0 a 4 años,1990,146179,Personas
22,Querétaro,0,Estatal,1002000058,Población de 0 a 4 años,1995,159062,Personas
22,Querétaro,0,Estatal,1002000058,Población de 0 a 4 años,2000,163581,Personas
22,Querétaro,0,Estatal,1002000058,Población de 0 a 4 años,2005,162841,Personas
22,Querétaro,0,Estatal,1002000058,Población de 0 a 4 años,2010,178916,Personas
22,Querétaro,0,Estatal,1002000058,Población de 0 a 4 años,2020,187893,Personas
22,Querétaro,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,73769,Personas
22,Querétaro,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,80413,Personas
22,Querétaro,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,83110,Personas
22,Querétaro,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,82781,Personas
22,Querétaro,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,90972,Personas
22,Querétaro,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,94523,Personas
22,Querétaro,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,72410,Personas
22,Querétaro,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,78649,Personas
22,Querétaro,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,80471,Personas
22,Querétaro,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,80060,Personas
22,Querétaro,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,87944,Personas
22,Querétaro,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,93370,Personas
22,Querétaro,0,Estatal,1002000061,Población de 10 a 14 años,1990,140664,Personas
22,Querétaro,0,Estatal,1002000061,Población de 10 a 14 años,1995,155971,Personas
22,Querétaro,0,Estatal,1002000061,Población de 10 a 14 años,2000,164074,Personas
22,Querétaro,0,Estatal,1002000061,Población de 10 a 14 años,2005,178589,Personas
22,Querétaro,0,Estatal,1002000061,Población de 10 a 14 años,2010,182608,Personas
22,Querétaro,0,Estatal,1002000061,Población de 10 a 14 años,2020,198601,Personas
22,Querétaro,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,70380,Personas
22,Querétaro,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,78843,Personas
22,Querétaro,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,82482,Personas
22,Querétaro,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,89895,Personas
22,Querétaro,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,92453,Personas
22,Querétaro,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,100847,Personas
22,Querétaro,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,70284,Personas
22,Querétaro,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,77128,Personas
22,Querétaro,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,81592,Personas
22,Querétaro,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,88694,Personas
22,Querétaro,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,90155,Personas
22,Querétaro,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,97754,Personas
22,Querétaro,0,Estatal,1002000064,Población de 100 años y más,1990,187,Personas
22,Querétaro,0,Estatal,1002000064,Población de 100 años y más,1995,140,Personas
22,Querétaro,0,Estatal,1002000064,Población de 100 años y más,2000,231,Personas
22,Querétaro,0,Estatal,1002000064,Población de 100 años y más,2005,184,Personas
22,Querétaro,0,Estatal,1002000064,Población de 100 años y más,2010,207,Personas
22,Querétaro,0,Estatal,1002000064,Población de 100 años y más,2020,242,Personas
22,Querétaro,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,62,Personas
22,Querétaro,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,46,Personas
22,Querétaro,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,93,Personas
22,Querétaro,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,65,Personas
22,Querétaro,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,70,Personas
22,Querétaro,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,76,Personas
22,Querétaro,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,125,Personas
22,Querétaro,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,94,Personas
22,Querétaro,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,138,Personas
22,Querétaro,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,119,Personas
22,Querétaro,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,137,Personas
22,Querétaro,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,166,Personas
22,Querétaro,0,Estatal,1002000067,Población de 15 a 19 años,1990,125235,Personas
22,Querétaro,0,Estatal,1002000067,Población de 15 a 19 años,1995,145338,Personas
22,Querétaro,0,Estatal,1002000067,Población de 15 a 19 años,2000,152906,Personas
22,Querétaro,0,Estatal,1002000067,Población de 15 a 19 años,2005,162541,Personas
22,Querétaro,0,Estatal,1002000067,Población de 15 a 19 años,2010,187241,Personas
22,Querétaro,0,Estatal,1002000067,Población de 15 a 19 años,2020,198141,Personas
22,Querétaro,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,61191,Personas
22,Querétaro,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,71349,Personas
22,Querétaro,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,73825,Personas
22,Querétaro,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,79047,Personas
22,Querétaro,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,92904,Personas
22,Querétaro,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,99841,Personas
22,Querétaro,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,64044,Personas
22,Querétaro,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,73989,Personas
22,Querétaro,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,79081,Personas
22,Querétaro,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,83494,Personas
22,Querétaro,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,94337,Personas
22,Querétaro,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,98300,Personas
22,Querétaro,0,Estatal,1002000070,Población de 20 a 24 años,1990,100487,Personas
22,Querétaro,0,Estatal,1002000070,Población de 20 a 24 años,1995,130819,Personas
22,Querétaro,0,Estatal,1002000070,Población de 20 a 24 años,2000,136899,Personas
22,Querétaro,0,Estatal,1002000070,Población de 20 a 24 años,2005,146713,Personas
22,Querétaro,0,Estatal,1002000070,Población de 20 a 24 años,2010,168520,Personas
22,Querétaro,0,Estatal,1002000070,Población de 20 a 24 años,2020,209039,Personas
22,Querétaro,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,47269,Personas
22,Querétaro,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,62591,Personas
22,Querétaro,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,63403,Personas
22,Querétaro,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,68013,Personas
22,Querétaro,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,80717,Personas
22,Querétaro,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,104347,Personas
22,Querétaro,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,53218,Personas
22,Querétaro,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,68228,Personas
22,Querétaro,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,73496,Personas
22,Querétaro,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,78700,Personas
22,Querétaro,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,87803,Personas
22,Querétaro,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,104692,Personas
22,Querétaro,0,Estatal,1002000073,Población de 25 a 29 años,1990,81606,Personas
22,Querétaro,0,Estatal,1002000073,Población de 25 a 29 años,1995,103287,Personas
22,Querétaro,0,Estatal,1002000073,Población de 25 a 29 años,2000,119099,Personas
22,Querétaro,0,Estatal,1002000073,Población de 25 a 29 años,2005,130500,Personas
22,Querétaro,0,Estatal,1002000073,Población de 25 a 29 años,2010,153300,Personas
22,Querétaro,0,Estatal,1002000073,Población de 25 a 29 años,2020,214139,Personas
22,Querétaro,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,38944,Personas
22,Querétaro,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,49042,Personas
22,Querétaro,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,55547,Personas
22,Querétaro,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,60021,Personas
22,Querétaro,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,72317,Personas
22,Querétaro,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,105543,Personas
22,Querétaro,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,42662,Personas
22,Querétaro,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,54245,Personas
22,Querétaro,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,63552,Personas
22,Querétaro,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,70479,Personas
22,Querétaro,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,80983,Personas
22,Querétaro,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,108596,Personas
22,Querétaro,0,Estatal,1002000076,Población de 30 a 34 años,1990,67780,Personas
22,Querétaro,0,Estatal,1002000076,Población de 30 a 34 años,1995,89066,Personas
22,Querétaro,0,Estatal,1002000076,Población de 30 a 34 años,2000,103722,Personas
22,Querétaro,0,Estatal,1002000076,Población de 30 a 34 años,2005,126438,Personas
22,Querétaro,0,Estatal,1002000076,Población de 30 a 34 años,2010,145169,Personas
22,Querétaro,0,Estatal,1002000076,Población de 30 a 34 años,2020,194576,Personas
22,Querétaro,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,32945,Personas
22,Querétaro,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,42868,Personas
22,Querétaro,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,48193,Personas
22,Querétaro,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,59116,Personas
22,Querétaro,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,68081,Personas
22,Querétaro,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,94293,Personas
22,Querétaro,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,34835,Personas
22,Querétaro,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,46198,Personas
22,Querétaro,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,55529,Personas
22,Querétaro,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,67322,Personas
22,Querétaro,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,77088,Personas
22,Querétaro,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,100283,Personas
22,Querétaro,0,Estatal,1002000079,Población de 35 a 39 años,1990,55252,Personas
22,Querétaro,0,Estatal,1002000079,Población de 35 a 39 años,1995,77155,Personas
22,Querétaro,0,Estatal,1002000079,Población de 35 a 39 años,2000,90271,Personas
22,Querétaro,0,Estatal,1002000079,Población de 35 a 39 años,2005,109689,Personas
22,Querétaro,0,Estatal,1002000079,Población de 35 a 39 años,2010,138438,Personas
22,Querétaro,0,Estatal,1002000079,Población de 35 a 39 años,2020,182743,Personas
22,Querétaro,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1990,27222,Personas
22,Querétaro,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,1995,37633,Personas
22,Querétaro,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2000,43023,Personas
22,Querétaro,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2005,51435,Personas
22,Querétaro,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2010,65728,Personas
22,Querétaro,0,Estatal,1002000080,Población de 35 a 39 años. Hombres,2020,87967,Personas
22,Querétaro,0,Estatal,1002000081,Población de 35 a 39 años. Mujeres,1990,28030,Personas
